,class,word,sentence1,sentence2
0,,skala, vrh Kopitnika. Na zadnjem delu poti smo plezali po  skalah . Na vrhu je bil čudovit razgled. Pot navzdol  , Borgova  skala  84 
1,,skala, na zadnjem večjem sobotnem skoku se je Herwig zvrnil čez  skale  in namesto na nogah pristal na glavi. Slovenec se  ," prežijo na naju. Za valobranom, v zavetju med  skalami , si skuhava zelenjavno čorbo.  "
1,,skala, Visoko nad morjem so s  skale  spuščali na dno morja kovinsko cev. Vsako minuto so  ," dno prekrivajo glinaste ploskve, ponekod so tudi večje prodnate  skale  ali kosi gline. Na delu, ki je med  "
1,,skala," izdihnilo. Potem se malo kasneje pogumno zakadi po ploščatih  skalah , čez deročo reko in ogromno rdeče sonce te preseli  "," najbolj zahodno vasico. Čez Nadižo v Podbeli sem preskakoval  skale , ki so molele iz takrat sicer nizke, vendar  "
0,,skala," -Do klub Unior Zreče in Taekwon-Do klub  Skala  Velenje. Tekmovanje izmenjaje gostita mesti, v katerih imata  "," salona«, da je Zastava predstavila »novo«  skalo  (a jo zaradi domačnosti raje še naprej imenujmo –  "
1,,skala," . Najprej da bi, kratko rečeno, kamen in  skale , ki so na območju občine Bovec, lahko uporabljali  ", dva. Spotakne se. Po vseh štirih naprej za  skalo . 
0,,skala," katero so vključeni zaposleni iz nuklearne elektrarne, prijateljsko skupino  skala  in skupino planincev oŠ Jurija dalmatina krško. Za letošnje  "," Takrat zapusti dnevno počivališče, ki je v rapoki med  skalami  ali pod kamnom in se odpravi lovit žuželke in "" "
1,,skala," s cepinom in derezami, so se kazale rjave gladke  skale . Že naslednji dan nama je bilo jasno to,  "," mi bo služila tudi za zaščito pred morebitnimi udarci v  skale . Pomembno pa bo paziti tudi, da se ne  "
0,,skala, Nekoč so hoteli toči in nevihti zapreti pot z veliko  skalo . Vendar jim je velika plošča ušla v dolino še  ," visokimi prepadnimi stenami, ki so v zadnjem desetletju med  skalami  ustvarile 160 plezalnih smeri. Ob koncu moram obvezno omeniti  "
0,,skala," so jih pogrešili, dve telici pa je pognal čez  skale  in sta se ubili. Zavod za gozdove Slovenije je  ",  Skale  padle na hišo 
1,,skala, . Točno deset … Neznosna vročina je puhtela iz žarečih  skal  in »vrata« so se zaprla. Ostali smo  ," skalo, ki je sredi struge kljubovala deroči vodi.  Skala  je bila čedalje bliže, dokler se je nisem končno  "
0,,skala," je odtise svojih rok, risbe in klesane ornamente v  skali  upodabljal zase in svoje potomce, kot izraz ustvarjalnega bivanja  "," na morju najlepše biti sam. Ob butanju valov ob  skale  so se nemalokrat v njegove misli priplazile besede, ki  "
0,,skala," . Prvi dan se je potrudil in ju peljal k  skalam , kjer sta precej dobro lovila. Verjetno je pomagala  "," osi sklenil že prejšnji kancler Helmut Kohl, drži kot  skala ; samo zato se te dni po Nemčiji množično prevažajo  "
1,,skala," valovi občasno nosijo majhne kamenčke, ki se trejo ob  skale  ter jih počasi, vendar neizbežno odbrusijo. Včasih izdolbejo  "," se ji reče tudi Dza Chu, reka s  skal , ki prečka provinco Yunnan, kar pomeni južno od  "
0,,skala," II. liga - zahod: Antena - Košana 12:10,  Skala  - Trta 15:7, Mlinar Padna - SGP Gorica 8:14 ", Naš zadeti sadu je začel nabirati težke  skale . Položil jih je na culo in pustil potežkati.  
0,,skala, Večina izdelkov prihaja iz Burkina Fasa. Foto: Tomaž  Skal  ," . Poglabljal jo je pranono, rili so v živo  skalo  in prav ko so se šli ven okrepčat, se  "
0,,skala, zaključil. Potrebe in izkušnje pa silijo v nadaljevanje.  SKALA -PUM je v Celju začel delovati v letu 2000 ,  skala -kresovanje 
1,,skala, Hijacinta je pogosto “sedla na tla na kakšno  skalo  in začela zamišljeno govoriti: ," _21_karikatura dveh, ki dvigujeta vsak svojo  skalo : eden se muči s kratko palico, drugi lahkotno  "
1,,skala," preselila v druge svetove, kjer morda še vedno ruva  skale  in z lastno nerodnostjo dela takšne in drugačne luknje v  "," izven kraja Koritnica v Baški grapi na cesto zvalila večja  skala , ki pa k sreči ni povzročila večje škode.  "
0,,skala," Dvojčka – Čeprav boste navzven delovali trdno kot  skala , bo v vaši notranjosti kar vrelo. Zakaj skušate  "," Moličnik je ""strl""  Skalo  "
0,,skala, TURNC KOTEČNIK POD REŠKO PLANINO GORNJI IG BURJAKOVE PEČI LUTNE  SKALE  ," ljudje z velikimi in majhnimi svečami v rokah nemo božajo  skale  na poti do izvira mrzle vode, ki prečiščuje in  "
0,,skala," električnim avtomobilčkom. Stopnice na plažo so vklesane v živo  skalo . Žal pa nam urnik ni dopuščal, da bi  ", Krekov sklad  Skala  
1,,skala," delu Soče smrtno nevarna, saj se ne vidi skritih  skal ,"" je ugotavljal Dušan Čurin, gospa Saša pa  "," stopiš na vodoravno grebensko ramo, kjer prvič zagrabiš čvrsto  skalo , ki te spremlja še zadnje korake do vrha.  "
1,,skala, Mangrtom–Predel in na cesti proti zaselku Vas na  skali  v dolini Soče. Tam je od sveta odrezanih osem  ," V veliki rdeči puščavi sredi Avstralije se dvigata sveti  skali  Ulluru in Artula, bolj znani kot Ayers Rock in  "
1,,skala, vulkanov. Podnebje se je ogrelo in balvani (ledeniške  skale ) so se sprostili iz ledenikov in ledenih gor.  ," mislih rojila tri vprašanja: kako je prišel na tisto  skalo , zakaj ni posnel sončnega zahoda s skale na desni "
0,,skala, naslovom svetovne prvakinje prebila v sam svetovni vrh. V  skali  je doslej preplezala okoli 50 smeri težavnosti 8a ali več , Krekov sklad  Skala  
1,,skala," trepetalo nad travnato pokrajino, posejano s kot oglje črnimi  skalami . Naše zaloge pitne vode smo izpraznili že ob Orinoku  "," arov jamskega stropa. Dvajset zidarjev je dvajset let v  skalo  zabijalo kline, na katerih so viseli, pri čemer  "
1,,skala," le prazni trnki. Spala sva na pomolu iz črne  skale , zato je bil prijetno ogret vso noč. Nebo  "," tod ob oseki tako plitvo, da iz vode pogledajo  skale . Za lažji dostop v vodo so zgrajene stopnice,  "
1,,skala," ”, a Cerkev govori o trdnem kamnu, “ skali , na kateri bom sezidal Cerkev”, kot je  "," velik žakelj in jim ukazal, na znosijo tiste hudičeve  skale  in kamne gor proti Triglavu. "
1,,skala," in nevarna!!! Hvalabogu so razširili tam pri  skali . Sicer je pa cest za popravit veliko, npr  "," so podrobno preiskali vrata grobnice. Bila so iz masivne  skale , vstavljene v okvir vrat, vrezan v belo apnenčasto  "
0,,skala," režija Doug Rogers - 20.30 Dnevnik - 20.40 Sablja v  skali  (1964), režija Wolfang Reithermann - 22.20 Poročila  "," in talne. V divjini rastejo epifiti na drevesih ali  skalah . Imajo majhen, slaboten koreninski sistem, zato večino  "
0,,skala," ""Vse to so značilnosti megalitskih svetišč sonca. Formacije  skal  so ob vsej poti do svetišča pod Špikom. Nekatere  "," kot v Odrešenika ter Sina živega Boga, zato postane  skala  za Cerkev. Ljudje, ki so trdni v veri "
1,,skala," bi se kotalila naprej, izbrisala vse pod sabo.  Skala  je podirala drevesa po pobočju. Na srečo ima obliko  ", navpičn na tla. sam že ce se po tistileh  skalah  kotalis ni prevš varn...D 
0,,skala," verjeti, da sem tudi sama trdna in nepremagljiva kot  skala , ki mi ne veter in ne mraz zlepa ne  "," 10. krog: Sloga : Brdo 14:10, Huje :  Skala  Euroservis 12:12, Šiška : Polje Balinček 10:14, Železničar  "
0,,skala," (splošna ocena ED/90 oziroma V+ v  skali ) lotili kar po sredi, medtem ko sta nizozemska  "," južneje od obzidja, v neposredni bližini vzpenjače na vrh  Skale  najdemo enega najstarejših in najlepših botaničnih vrtov v Evropi.  "
1,,skala," presenetljivo pogumen in na kopno je priplezal po najbolj strmih  skalah . Potem ko je obsedel na skali, je običajno  "," Nesreča se je sicer zgodila pri sloviti  skali  Lorelei, s katere naj bi nimfa iz nemške mitologije  "
1,,skala," Njena belina je v močnem kontrastu s skoraj črnimi vulkanskimi  skalami , na katerih je postavljena. Vulkan Nea Kameni je  "," ga je prvič začutil. Zato je moral poiskati najboljšo  skalo  za pogovor in včasih zakriliti s tipalkami, da s  "
0,,skala, svojo dobrodelnost. Tokrat je obiskala otroke v domu Antona  Skale  v Mariboru. ," Bontoca ljudje gradili s skalami. Tudi te, s  skalami  podprte terase so vredne postanka, pa čeprav njihov nastanek  "
0,,skala," kako se je moglo obdržati toliko snega v domala navpični  skali . Primoran sem očistiti vsako ped skale, čas pa  "," , Antena 26, Železničar 24, Primskovo 21,  Skala  Vulk. Hrvatič 14, Jadran Izola HK 6. 2.  "
1,,skala, Severovzhodno od Bordeauxa se ob  skali  dviguje vasica La Roque Gageac.  ," pa nam občina ni dovolila. Zdaj, ko so  skale  spet padale, pa je županja rekla, da bomo  "
