,class,word,sentence1,sentence2
30,0,kap,kapa ddp,"kapjo. raziskava je bila predstavljena na mednarodni konferenci o kapi , ki so jo organizirali pri ameriški zvezi za kap"
31,0,kap,"tudi z deset let starimi smučmi, brez rokavic, kape in ustreznega smučarskega kombinezona. a kljub prepovedi starta je",", ga porinil v subaruja, mu čez glavo potegnil kapo , da ni mogel gledati, kje se vozijo,"
32,0,kap,"lectova srca, ljudska glasbila, nakit, šale, kape , klobuke, sladke stvari, keramične izdelke in suho","več olja. zmes vtrite v lase, pokrijte s kapo ali vrečico, pustite delovati 15 minut, nato jih"
33,0,kap,"asistenti so si jih nataknili na glave, take rdeče kape , ki so imele na čelu žareče zvezde. “","kapo dol, legenda in vrjetno najboljši (talent) napadalec"
34,0,kap,"besedah katehistinje jožice slatinek, ki pripravlja župnijsko statistiko, kap oziroma infarkt, na drugem mestu pa rak.","god gives a sheet! kar se tiče olipmije - kapo dol. kar se tiče zdovca, rajgla, ožblta"
35,0,kap,je že spala v dnevni) da jo je skoraj kap :),"hlače, dalje suknen telovnik in suknjič, od pokrival kapa ter klobuk, od obuval pa opanke, škornji in"
36,1,kap,"majica, kozarec, kemični svinčnik, jetrna klobasa, kapa in drugo. pri vsakem je zapisano tudi mesto hrambe","sešteli vse točke, je bil izid dokaj tesen: kapo kuharja leta in modri trak si je s svojimi kulinaričnimi"
37,0,kap,"je srbija dokazno gradivo z mesta umora aleksinčanke, njegovo kapo z vzorci las, skrbno čuvala in je niso dali",8. novembra 1999 umrl v mariboru v spanju zaradi srčne kapi .
38,1,kap,omenjen način so želeli bolniki ob evropskem dnevu preprečevanja možganske kapi (10. maj) in svetovnem dnevu ozaveščanja o možganski,"župnika, ni bil nikoli kaznovan. če na partizanski kapi ne bi bilo rdeče zvezde in bi šlo samo za"
39,0,kap,"z zdravnikom ugotovili, da je izidor umrl zaradi možganske kapi . (ob)","moje trkanje in že sem vstopil. ""oprostite, kapo , prišel sem po prispevek za elektriko."" upravitelj"
40,1,kap,"že je). to je poniževanje človeka. požun kapo dol, imaš ponos, zato je prav, da","nekaj fit se niorjev, ki jim mlajši lahko dajo kapo dol, zastarelo obcestno prenočišče, a dobro za eno"
41,0,kap,"sem si rokavice, res je bilo mraz, in kapo , začelo je deževati, in se pred začetkom še","naj ti zaupam tudi to, da kape nimajo prav nobene veze s tem, ali je policaj"
42,0,kap,težave v olimpiji in kadru ki ga je imela fantom kapo dol ker so se res boril k levi.taka je pač,81. letu starosti je včeraj v kaliforniji za posledicami možganske kapi umrl ameriški humorist in avtor stripov o denisu pokori hank
43,0,kap,"več kot 80 odstotkov vseh možganskih kapi predstavlja ishemična možganska kap, ki je posledica zamašitve žile",". tu so tistim, ki so prinesli majice, kape in dežnike s tobačnimi logotipi, te menjali za izdelke"
44,0,kap,"z železno verižico. čez glavo je imel poveznjeno zeleno kapo oziroma nogavico z izrezi za oči, nosil je temna",kapa kaufman*s army&navy
45,1,kap,"vsaj enkrat na teden, 30 odstotkov redkeje doživijo srčno kap kot tisti, ki le občasno zagrizejo vanjo. ugotovitev",popuščanjem srca. hipertenzija je tudi najpomembnejši dejavnik tveganja možganske kapi in je povezana s popuščanjem ledvic in okvarami oči.
46,1,kap,reprezentant miklos feher (24) se je zaradi srčne kapi zgrudil med tekmo portugalskega prvenstva med svojo benfico in vitorio,"hitrejšem celjenju ran, boljšem okrevanju po srčni in možganski kapi ter zmanjšanju degeneracije v poškodovanem optičnem živcu in mrežnici tudi"
47,0,kap,") bolj vetrnjaška, bolj mladostna. in rute, kape ter klobuke tudi še vedno prodajajo.",možganska kap
48,0,kap,"brez počitka in pitja vode, lahko pride do vročinske kapi . lahko se pojavi tudi neke vrste psihoza nihanje razpoloženja",pa zdej pa verjamem da je boljsi od mesija res kapo dol ka dela tip.leva noga gol desna noga gol in
49,0,kap,rag za dva pa bosta štiriročno na klavir zaigrala magdalena kap in miriam lucia smolnik. sledil bo nastop kvarteta saksofonov,"najprej izdelali svoj poštni rog, nato pa še poštno kapo . muzej pošte in telekomunikacij. med 10. in 12."
50,0,kap,"naravnost v arterijah in sekunde kasneje v možganih.« kap je mogoče, prvič, preprečiti tako, da potapljač","princeska. do otrok, ki svojo drugačnost prikrivajo s kapo , ruto ali celo z umetnimi lasmi, je družba"
51,0,kap,"je odvisno tudi od tega, za kako resno možgansko kap je šlo in kakšne posledice je pustila. lahko imamo",kapa
52,0,kap,"in šele potem z družino clanton. jep, tudi kap . hendryju je bilo v hladnovojni sci-fi klasiki","- koncno!!!! tavares in mezga - kapo dol, ker sta oba mojstra nogometa. samo nas"
53,1,kap,in njegova kapa – neločljiva na vseh njegovih nastopih. kapa pa je ročno izdelala njegova mama.,"vtaknil še drugega. bender je hotel obesiti svojo kapitansko kapo na obešalnik, pa mu je obešalnik rekel, da"
54,0,kap,' aktivnost moških za polovico zmanjša nevarnost infarkta in možganske kapi . bi to lahko bila nova moška ...,"zmagovalka pokala pokalov ali kako se je že imenovalo. kapo dol pred kk olimpija, o nogometni pa na košarkarskem"
55,0,kap,temno modro uniformo. na glavo si je posadil belo kapo .,ime da te kap smo si s prijatelji izmislili bolj za šalo. v
56,0,kap,"letih izkazalo, da je nevarno, saj poveča tveganje kapi in infarkta. zdravilo je podjetje msd sicer prostovoljno umaknilo","svetlo prihodnost, a nenadoma v spanju umre za srčno kapjo . mala kate zelo trpi, ker je ljubljeni oče"
57,0,kap,"denimo podgane so se po kapi spet začele gibati veliko hitreje, če so jim ga","in hlače enake barve, na glavi je imel modro kapo s ščitnikom. odpeljal se je s črnim ženskim kolesom"
58,1,kap,ga ga...kure! avša da te kap ....,možganska kap
59,0,kap,". očitno se tudi vodstvo strinja, da sarkozyja doleti kap . kdo lahko poda takšno izjavo? kdo lahko poda","vozička, mu bo gotovo kupil vijoličen šal ali takšno kapo . in potem ju na tekmi ne ustavi nihče!"
60,0,kap,"jo ujel z roko. na glavo sem si poveznil kapo in jo zasukal naokrog, da je bil šild zadaj","lahko preprečimo nevarno pregretje telesa, vročinsko izčrpanost in vročinsko kap ."
61,0,kap,"zgoraj brez, svetujem, da si na glavo poveznete kapo s ščitnikom pa tudi za vratom je dobrodošel kakšen kos",preraste notranja žilna stena. na ta način preprečijo možgansko kap . doslej so karotidno angioplastiko v svetu opravili pri več
62,0,kap,tudi naši kurenti v polni »bojni opremi«. kapo dol! nama je bilo vroče v kratkih rokavih.,"), ob koncu leta pa je na golfu udarila kap binga crosbyja."
63,1,kap,"19. stoletja naj bi se po zaslugi krošnjarjev uveljavljale tudi kape , kar je potrjeno v trdinovem prispevku iz leta 1873","novem okolju ne morejo preživeti, znamenitemu kilimandžaru izginja snežena kapa ..."
64,0,kap,napotili na pravi naslov. za uspešno zdravljenje ishemične možganske kapi pa je najbolj dragocen ravno čas – prve tri ure,", oblečeno v modro bundo in kavbojke in s črno kapo na glavi, vendar jim jo do sedaj še ni"
65,0,kap,"žila in zalila levo polovico možganov: štiri petine vseh kapi so namreč posledica krvnega strdka, ki prepreči dotok krvi","185 in 180 centimetrov, na glavi sta imela maskirni kapi z izrezom za oči, oblečena sta bila v zeleni"
66,0,kap,tveganje možganske kapi je mogoče zmanjšati z rednim nadzorom krvnega tlaka in ustreznim,"kapa , 13 eur– slika alex"
67,0,kap,"o njegovem ropu. odkar ga je leta 1998 zadela kap , ne more govoriti. pred tremi leti se je",po možganski kapi v rimske toplice?
68,0,kap,"marsu menjavajo letni časi. v spomladanskih mesecih se polarna kapa tali, ogljikov dioksid izpareva v atmosfero, poveča se",", da se prhljaj prenaša z glavniki, brisačami, kapami . prhljaj ni nalezljiv. ne moremo ga prenesti npr."
69,0,kap,po kapi odigral le eno vlogo,", zgaga), arterioskleroza (srčni infarkt, možganska kap ), revma, fibromialgije, artritis, artroza,"
70,0,kap,"seveda, da bi si oblekel uniformo in nataknil šofersko kapo . tebi (se pravi meni) bi dokupila penzijska","treh ur od trenutka, ko se je zgodila možganska kap . rezultati raziskave ecass 3, ki so bili objavljeni"
71,1,kap,o pomolu?) se je v prejšnjem portorožanu oglasil kap . franjo žele (le čevlje sodi naj kopitar!,kape šali rokavice
72,1,kap,"kapa miss selfridge, 21,70 eur (5.199 sit) –",kape i dateljne isto !
73,0,kap,. to pomeni nekajkrat večjo verjetnost srčnega infarkta in možganske kapi pri ljudeh s parodontalno boleznijo. prav tako lahko vnetje,vodstva ukc več kot polovico postelj zasedejo bolniki z možgansko kapjo ; razporeditev so naredili na podlagi tega. “to
74,0,kap,"za obraz, vžigalice, toaletni papir, rokavice, kapo , pončo itn. moral sem si celo pritrditi dereze na","naj bi umrlo za posledicami bolezni srca in ožilja oziroma kapi , ki jih je povzročilo kajenje. v minulih 50"
75,0,kap,"v dolgo zlato haljo,na glavi je imel škofovsko kapo in v roki dolgo,na vrhu zakrivljeno palico.","je, da se govorno-jezikovne sposobnosti po možganski kapi vračajo zelo počasi. spremembe so povezane z okrevanjem možganov"
76,0,kap,"smehlja; igralca, čigar razpoznavni znak sta šal in kapa .","michelin dodelil dve zvezdici, gault-millau pa tri kape . v večtedenskem sodelovanju z dunajskim šefom kuhinje christophom brandstätterjem"
77,1,kap,ne pozabim! dolce vita si je poleg treh kuharskih kap gault millaua prikuhal tudi eno michelinovo zvezdico.,"ki se veliko gibljejo, imajo veliko manj manjših možganskih kapi . slednjih se pogosto ne zavedamo, vendar lahko občutno"
78,1,kap,"s smrtmi zaradi drugih rakov, srčnih bolezni, možganskih kapi , kroničnega bronhitisa in drugih bolezni dihal. umrljivost v",". so pomemben dejavnik pojava civilizacijskih bolezni kot so srčna kap , arterioskleroza in sladkorna bolezen."
79,0,kap,"bi lahko zdravili parkinsonovo ali alzheimerjevo bolezen, pa tudi kapi .","na laponskem, odeta v beli zimski plašč z božičkovo kapo na glavi. tam na severu je sneg pričakovano gost"
80,0,kap,"je bilo in pod njim kaj praktičnega, šal, kapa , rokavice, lesene igrače za otroke pa dateljni,","psihološko družinsko tragikomedijo o materi alkoholičarki, ki po možganski kapi okreva v bolnišnici, in njenih odraslih dvojčkih. pravo"
81,1,kap,"1275 šmartno pri litiji, ki bo nosila majico in kapo dnevnika, nedeljskega dnevnika in tednika hopla. čestitamo!","mame, zna pa tudi dobro kuhati in peči. kapo dol pred njo! moj prvi spomin sega v čas"
82,0,kap,"v anaheimu dale misliti. kajti čeprav se majice in kape s simpatičnim racmanom še naprej dobro prodajajo, otroci pa",", kaj so prinesli s seboj v vrtec: zaščitno kapo , sončna očala, zaščitno kremo … starši so te"
83,1,kap,"vsak v drugačni preobleki. joan albayat je prišel pod kapo katalonskega mladca, ki se gre steklarja, a tanko",strani komentarjev. šolski primer minimalizma! bravo 24ur! kapo dol! tokrat (izjemoma) mišljeno brez cinizma in
84,0,kap,"tem je ne le pridobil pravico nositi zeleno jopo in kapo , kar je (ponekod še zdaj) razpoznavno oblačilo","se je enkrat kar zgrudil sredi dvorišča. je manjša kap pred dvema letoma, ki ni pustila posledic, kako"
85,0,kap,"oblečenega v rumen anorak z napisom policija in s policijsko kapo . gre predvsem za primere, ko so otroci udeleženi",". v prihodnje bodo nabirali moči člani društva po možganski kapi z gorenjskega, nasvete bodo dobili tudi njihovi svojci."
86,0,kap,"“visok, v sivem oficirskem plašču in s črno kapo na glavi je stopal počasi, z dolgimi koraki,","smuč, da te kap !"
87,1,kap,"v 17 odstotkih vseh primerov. govorimo o hemoragični možganski kapi , ko pretrgana žila povzroči krvavitev v možganovino. možgani","krvnega tlaka pri mlajših od 80 let zmanjšuje število možganskih kapi , infarktov in nenadnih smrti. niso pa dokazale,"
88,0,kap,območju nekdanje jugoslavije radovana karadžića je nedavno zadela huda možganska kap . za njegovo okrevanje skrbi izbrana skupina zdravnikov iz srbije,"rdeča kapa iz melanž pletenine ima nagajive zimske cofke, 1.990 sit"
89,0,kap,"komedij kot dva od šestih scenaristov filma, da te kap , ter kot scenarista in režiserja filma za zmenke sta",pretesna kapa na glavi
90,0,kap,"nikjer sledu o cestnih delih, zastoji pa da te kap .",skočni sklep zunanjost oče telet oče krav kapa kazein parklji
91,0,kap,"janeza janše za pivovarno laško pomenijo reklamo, da te kap . dobesedno in preneseno. koliko je brezplačna, pa",svetnikov in svetnic. namesto svetniškega sija ima staro norčevsko kapo s kraguljčki na njenih treh rogih. skoraj po vsej
92,1,kap,"postave, v rdeči jakni in kavbojkah, maskiran s kapo z izrezi za oči.","samo ne štekam, zakaj si imel na glavi tisto kapo dvornega norca. mislim, v čem je bila fora"
93,0,kap,-žilnih bolezni in ker potroji možnost smrti zaradi srčne kapi . kar eden od dveh kadilcev bo umrl zaradi bolezni,• 200 x komplet kapa in šal šumi
94,1,kap,"pretrganje arterije in krvavitev v možgansko tkivo. diagnoza manjše kapi dve leti pred usodnim padcem, ki je prizadela mojega","popili po tri skodelice kave in več, je bila kap dvakrat pogostejša kot pri tistih, ki kave niso pili"
95,0,kap,"kapo dol županu, ki mu nekdo donira 550 jurjev.","diferencirati v tkiva in bi bilo z njimi mogoče zdraviti kapi , različne oblike raka, alzheimerjevo bolezen, levkemijo,"
96,0,kap,in izgon iz države za leto dnimed vožnjo ga je kap,temelju dokazov o terapevtski in finančni učinkovitosti rehabilitacije po možganski kapi je evropsko nevrološko združenje predlagalo smernice za organizacijo centrov za
97,0,kap,"včasih tudi stožčaste oblike in merijo več metrov visoko. kape so narejene iz platna ali živalske kože, okrašene so",nikoli ne bom pozabila prve izkušnje z možgansko kapjo .
98,0,kap,"pubeci kapo dol, iz totega konca vas bomo pričakali na brniku","dirkača nelsona piqueta, ki se mi je podpisal na kapo in dal vrečko z renaultovimi darili. bil je zelo"
99,1,kap,"malo pred drugo svetovno vojno, pred tem so nosili kape , znane iz srbske tradicije. v boju se čapke","bolnik dobiti zdravilo v prvih treh urah po nastopu znakov kapi . izjemnega pomena je, da ob sumu na možgansko"
100,1,kap,"dobr,da ne vodim bilance vlozkov,bi me kap zadela....",ishemična možganska kap ali možganski infarkt lahko nastane zaradi zamašitve arterije na licu
101,1,kap,"""večina ljudi, ki so doživeli možgansko kap , potrebuje storitve rehabilitacijske ekipe. vemo, da se","zato tudi okrepljeni varnostni ukrepi okrog njegovega skrivališča. možganska kap je tudi razlog, da se karadžić vse bolj pogosto"
102,0,kap,"berglami, pred slabim mesecem dni pa ga je zadela kap . »le za trenutek sem stopila v sobo k","tudi bleščeči športni copati,papirni nakit in odpiljena športna kapa ter različne kape za zabavo.knjiga je izšla pri"
103,1,kap,"ki si je zaradi mraza čez čelado poveznil kar smučarsko kapo . »vedno rad igram proti sidneyju, žal pa",zame eden resnično redkih italjanskih igralcev kateremu lahko daš kapo dol.
104,0,kap,v suhadol. tam je bilo kot leta 1945. kape na glavah in jugoslovanske zastave v rokah znanih suhadolskih domoljubov,več kot minula leta je v kraških vinogradih tudi trtne kapi .
105,1,kap,"posočju so »in«. znanega gostilničarja je skoraj kap , ko je pred turističnim stampedom na posočje hodil po","zdaj sporočil bbc. hkrati so tudi poročali, da kap ni pustila nobenih vidnih posledic in je thatcherjeva polna energije"
106,0,kap,"tudi modni dodatki. izbiramo lahko med različnimi pasovi, kapami in klobučki, nakitom, nogavičkami, čeveljčki in drugimi","raziskave pa so dokazale, da je večje tveganje možganske kapi . tudi sicer je nekaj zmotnih mnenj. mnogi so"
107,1,kap,– pletene kape,so manjšega okvira in slabših telesnih oblik. ima bb kapa kazein.
108,0,kap,"majico s kratkimi rokavi, na glavi je imel športno kapo svetlo rjave barve, na hrbtu pa nahrbtnik rjave barve",a končna ocena muzikala showtime! je kljub temu: kapo dol!
109,1,kap,"sportina xyz, nakit new yorker, sportina xyz, kapa new yorker","kap 4, 36, 48"
110,0,kap,letos nameravajo ob vrtcu urediti še zunanja igrišča. ( kap ),manj postelj za kronične bolnike – nujnim bolnikom z možgansko kapjo prednost pred kroničnimi – napoved kadrovskih menjav
111,0,kap,"kaj je? vročinska kap je, tako kot tudi že omenjeni vročinski krči in","vabimo k sodelovanju. logotip bo natisnjen na majicah, kapah , dopisih itd., zato naj oblikovalci predlogov to upoštevajo"
112,0,kap,"letih zakona je njen mož umrl. zadela ga je kap - morda zaradi jeze, ker se je njegova žena",kozjo bradico in izrazitim nosom. pokrit je bil s kapo s ščitkom.
113,0,kap,", ki tvorijo t.i. barvno srce. barvni so kapa , zatilje, vrat z leve in z desne strani",ulice. nekaj pred 23. uro naj bi zakrinkana s kapami z izrezom za oči boštjan in milan pozvonila pri vratih
114,0,kap,"(oliver dragojević ob čaju): oliver je po kapi konjak zamenjal z vodo, cigaretam pa se ni odpovedal",vsak po tri popravne izpite.« skoraj bi me kap ! mami pa zaradi kakšne trojke v redovalnici že skače
115,0,kap,v njegovi investiciji: vsem delavcem je ob nastopu podaril kapo in kemičnik svoje nekdanje firme telekom. in so hitro,"z rednim ščetkanjem oziroma umivanjem zob zmanjšate tveganje za možgansko kap vsaj za polovico. v 12-letni raziskavi,"
116,0,kap,"je z jožetom novakom stanovanjski sklad prišel z dežja pod kap , bodoči lastniki stanovanj, ki jih gradi sklad,","za katerega je zdravnik ugotovil, da je umrl zaradi kapi . v murski soboti, pravzaprav v opuščeni drvarnici ene"
117,1,kap,"infarkt, angino pektoris, nenadno smrt pa tudi možgansko kap in bolezni ožilja na udih je mogoče preprečiti ali vsaj",je je dala narava. veliko jih zato doživi vročinsko kap ali pa se jim na telesu pojavijo tako imenovani “
118,0,kap,brez pričakovanih predvolilnih bombic so svetniki pod kapo pospravili 2 milijardi težko naložbo v izgradnjo nove športne dvorane,vzrok za možgansko kap je lahko tudi krvavitev. ta je lahko subarahnoidna (
119,1,kap,"znaki možganske kapi so različni, odvisni so predvsem od tega, katera","ishemične ja in zelenjave smo bolj izpostavljeni spremljajočim negativnim možganske kapi za 50 odstotkov pri ljudeh, ki so uživali izdelke"
120,0,kap,"informacije o tem, kako in zakaj pride do možganske kapi , kako se je ubraniti in kako živeti s kapjo","vitke postave, krajših svetlih las, pokrit s črno kapo , v modrih kavbojkah in črni bundi, oborožen je"
121,1,kap,", po ocenah svetovne zdravstvene organizacije pa bodo infarkt, kap , ateroskleroza in koronarne bolezni tudi v tem stoletju glavni","že skoraj na pravi poti samospoznanja, nato ob ponovni kapi pride do presenetljivega preobrata. yambo s pomočjo stripa z"
122,1,kap,"nekega starejšega moškega, ki ga je imel malo pod kapo . ko jih je možakar skušal odgnati, so ga","mišo primc (tip s kapo ), načelnik vodnikov"
123,1,kap,"terapija (primerna za stanja po poškodbah, operacijah in kapi ), bioenergija in psihonavtika.",6. zdravljenje v roku treh ur po možganski kapi lahko pomembno zmanjša posledice?
124,0,kap,". tako se je zgodilo, da je delavko skoraj kap , ko so ji na zpiz rekli, da mora","na toplem. na glavo sem si do nosa poveznila kapo , da sem bila videti kot kompaktnejša inačica raztresene ally"
125,1,kap,", bunde od 800 sit, rokavice, šali, kape od 200 sit dalje. imamo večjo količino kombinezonov za","v katerem so njegovi terenci kašljajoč pobirali svoje brzostrelke, kape , torbe, čutarice in kar je še drugega imelo"
126,0,kap,"... do možganske kapi , ki vodi v delno ali popolno paralizo telesa ter","»saj bi me res skoraj kap , ko sem te zagledal,« sem odvrnil."
127,0,kap,"neverjetno patetično in ne da bi se ozirala na možnost kapi , svojemu očetu prebrala omenjeni članek, je salvatore nekaj","nametana krama, vendar s pomembnim ozadjem – v sneženo kapo odetim araratom. naslednje jutro me je zbudilo ropotanje pod"
128,1,kap,"konjskimi vpregami in peš so se privlekli z dežja pod kap . osvobodilna vojska kosova si je zastavila smele cilje,","rdečilo, tj, nosec, variator, engel, kap , el, ave, nat, aval, oš"
129,0,kap,« 3 (treh) knjig: darilo lonček + kapa »demokracija« 4 (štirih) in več knjig,"-žilne bolezni zaradi ateroskleroze (srčni infarkt, možganska kap in ostale tovrstne bolezni). v drugi polovici prejšnjega"
130,1,kap,"drugačnimi vzorci spanja pri ženskah iste starosti. nevarnost za kap pri tistih, ki spijo šest ur ali manj,","invalidsko upokojenega moža, ki ga je treba zaradi dveh kapi še negovati. prav rada bi delala eno ali celo"
131,0,kap,"spominjajo na nogometne, zgornji del ""dresa"" in kapa pa sta bolj diverzantska.31. marec - 28 let",tudi pri zmanjšani ali nezadostni prekrvljenost dela možganov (možganska kap ali icv). z magnetno resonanco lahko zdravnik dobro
132,1,kap,", 25. aprila je nenadoma umrl, zadet od možganske kapi , fant maestro (mb vii 123).",in močno razpršuje svetlobo v vse smeri. umazanija na kapi še intenzivneje razpršuje svetlobo v vse smeri. takšna svetilka
133,0,kap,"zgodovino ter njegovimi vojničani. tako ima starinske čelade in kape različnih vojsk, medalje, vojaške značke, zajetno zbirko",ljudi po vsem svetu; največja je nevarnost za možgansko kap ali srčni infarkt. tveganje zmanjša že odprava le nekaj
134,1,kap,svaka čast za zlatno medaljo kapa dol samo dostojanstvo bi pa le obdržal.,dosežeg pa še posebej če gledaš kakšna mala država smo kapo dol olimpiji
135,1,kap,"posebnim dvigalom skozi streho spustili 6,5-metrski obelisk, kapo in kroglo na vrhu. skupino restavratorjev čaka še končno",kapa moschino;
136,1,kap,"okolje ali v okolje, kamor napotimo bolnike po možganski kapi na okrevanje. pomaga tudi pri iskanju mesta v domu","so ugotovili, za tretjino zniža tveganje infarkta in možganske kapi . razveseljiv rezultat in poleg tega koristen tudi za ljudi"
137,1,kap,"je še, da so v preiskavi našli tudi maskirno kapo in oblačila, ki jih je storilec nosil med ropom","drugo svetovno vojno nekdo otel, ko je s polhovo kapo tolkel po tramu, ki se je bil že vnel"
138,0,kap,"uši ne sposojajo kap , trakov za lase, sponk. o pojavu je",bi še igral pri arsenalu na vrhunskem nivoju.. kapa dol za njega ;)
139,0,kap,odletijo po žilah proti glavi in z zaporo povzročijo možgansko kap .,"v žrebanju za pet lepih praktičnih nagrad (dres, kapa , šal...). in še cena"
140,1,kap,", ki je besedna igra s taščo, da te kap (mother in law), ne zavede. zgodba",vitamin k in možganska kap
